;0;1;Match id;Authors;year;title;list_of_dublication;F_D;comment
81;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200720835-1177#S#0263276406065112.txt;Proust, J. (1967) Diderot et ‘L’Encyclopédie’. Paris: Colin.;;;;;;;
52;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200719289-1177#S#0730888405285295.txt;Fernandez, R. M., Castilla, E., & Moore, P. (2000). Social capital at work: Networks and employment at a phone center. American Journal of Sociology, 105, 1288-1356.;;;;;;;
1021;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-11024008-1177#S#0959353500010004017.txt;Choi, P.Y.L. (1994) ‘Women’s Raging Hormones’, pp. 128–47 in P.Y.L. Choi and P.Nicolson (eds) Female Sexuality: Psychology, Biology and Social Context. London: Harvester Wheatsheaf.;;;;;;;
478;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200830995-1057#S#eps#P#2008#P#24.txt;Kostakopoulou, T. (2000) ‘Nested ‘‘Old’’ and ‘‘New’’ citizenships in the European union: bringing forth the complexity’, Columbia Journal of European Law 5(3): 389–413.;;;;;;;
711;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Senechal de la Roche, R. (2001) ‘Why is Collective Violence Collective?’, Sociological Theory 19(2): 126–44.;;;;;;;
1017;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-10125244-1177#S#101053950301500109.txt;"Bond JH. Primary care clinicians are urged to screen their patients for colorectal cancer. Pract Gastroenterol 1999; 23: 15-8.";;;;;;;
1058;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"Hame SL, Oakes DA, Markolf KL. Injury to the anterior cruciate ligament during alpine skiing: a biomechanical analysis of tibial torque and knee flexion angle. Am J Sports Med. 2002;30(4):537-540.";;;;;;;
1284;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;"Aschermann, Gertraud; Jüttemann, Gerd; Legewie, Heiner; Mruck, Katja & Spohr, Birgit (1989). Jugendarbeitslosigkeit und lokale Identität - vorläufige Ergebnisse. Forschungsberichte aus dem Institut für Psychologie der TU Berlin, 1/89.";;;;;;;
925;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2008-241353-1177#S#0891242408325585.txt;Gereffi, G. (2005). The new offshoring of jobs and global development. Geneva, Switzerland: International Institute for Labor Studies and International Labor Organization.;;;;;;;
702;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Jenkins, R. (2000) ‘Categorization: Identity, Social Process and Epistemology’, Current Sociology 48(3): 7–25.;;;;;;;
1093;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12741793-1002#S#art#P#24862.txt;"Dequeker J, Mohan S, Finkelman RD, Aerssens J, Baylink DJ. Generalized osteoarthritis associated with increased insulinlike growth factor types I and II and transforming growth factor  in cortical bone from the iliac crest: possible mechanism of increased bone density and protection against osteoporosis. Arthritis Rheum 1993;36:1702–8.";;;;;;;
1333;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;Hopf, Christel & Müller, Walter (1994). Zur Entwicklung der empirischen Sozialforschung in der Bundesrepublik Deutschland. ZUMA-Nachrichten, 35/18, 28-53.;;;;;;;
116;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200723880-1177#S#0044118X06295051.txt;Villarruel, F. A., Montero-Sieburth, M., Dunbar, C., & Outlay, C.W. (2005). Dorothy, there is no yellow brick road: The paradox of community youth development approaches for Latino and African American urban youth. In J. Mahoney, J. S. Eccles, & R. Larson (Eds.), Organized activities as contexts of development: Extracurricular activities, after-school and community programs (pp. 111-130). Mahwah, NJ: Lawrence Erlbaum.;;;;;;;
990;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-10125244-1177#S#101053950301500109.txt;Towler BP, Irwig L, Glasziou P, et al. Screening for colorectal cancer using the faecal occult blood test, Hemoccult (Cochrane Review). In: The Cochrane Library, Issue 2, 2001. Oxford: Update Software.;;;;;;;
998;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-10125244-1177#S#101053950301500109.txt;"Macrae FA, St John J, Ambikapathy A, et al. Predicting colon cancer screening behavior from health beliefs. Med J Aust 1986; 144: 621-523.";;;;;;;
943;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2008-241353-1177#S#0891242408325585.txt;Sydow, J., Lerch, F., Huxham, C., & Hibbert, P. (2007). Developing photonics clusters: commonalities, contrasts and contradictions. London: AIM Working Paper.;;;;;;;
1163;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt;Orbach, Susie. 1978. Fat is a Feminist Issue. New York: Berkeley.;;;;;;;
677;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Armstrong, G. (1998) Football Hooligans: Knowing the Score. Oxford: Berg.;;;;;;;
641;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043149-1177#S#0265407510361729.txt;Ganong, L., Coleman, M., Fine, M., & Martin, P. (1999). Stepparents’ affinity-seeking and affinity-maintaining strategies with stepchildren. Journal of Family Issues, 20, 299–327.;;;;;;;
306;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Western, Bruce. 2002. “The Impact of Incarceration on Wage Mobility and Inequality.”American Sociological Review 67:526–46.;;;;;;;
784;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Moreno, M. C., Muñoz, M. V., Pérez, P. J., & Sánchez, I. (2004). Los adolescentes españoles y su salud. Un análisis en chicos y chicas de 11 a 17 años [Spanish adolescents and their health. An analysis in boys and girls from 11 to 17 years]. Madrid: Ministerio de Sanidad y Consumo.;;;;;;;
294;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Minto, Colin, Ransom A.Myers, andWade Blanchard. 2008. “Survival Variability and Population Density.” Nature 452:344–48. Nelder, John A., and Y. Lee. 1991. “Generalized Linear Models for the Analysis;;;;;;;
1023;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-11024008-1177#S#0959353500010004017.txt;Cooper, K.H. (1970) New Aerobics. Philadelphia, PA: Lippincott.;;;;;;;
28;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200710322-1177#S#1077801206295125.txt;Petty, R. E., & Cacioppo, J. T. (1986). Communication and persuasion: Central and peripheral routes to attitude change. New York: Springer-Verlag.;;;;;;;
38;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200719289-1177#S#0730888405285295.txt;Bailey, T., & Waldinger, R. (1991). Primary, secondary, and enclave labor markets: A training system approach. American Sociological Review, 56, 432-445.;;;;;;;
694;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201050526-1177#S#0268580909351328.txt;Elias, N. (2000) The Civilizing Process: Sociogenetic and Psychogenetic Investigations. London: Blackwell. (Orig. pub. 1939.);;;;;;;
804;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;UNAIDS (2007). AIDS epidemic update: December 2007. Retrieved January 14, 2008, from http://www.unaids.org;;;;;;;
250;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Reissner, S. C. (2005). Learning and innovation: a narrative analysis. Journal of Organizational Change Management, 18, 482-494.;;;;;;;
864;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Hutchins, W. J. (1979) ‘Linguistic Models in Machine Translation’, University of East Anglia Papers in Linguistics 9: 29–52.;;;;;;;
614;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043053-1177#S#1532708609354719.txt;Jansen T., & Wildemeersch, D. (1998). Beyond the myth of selfactualisation: Re-inventing the community perspective in adult education. Adult Education Quarterly, 48, 216-226.;;;;;;;
1124;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-13758577-1054#S#bjoc#P#2001#P#2003.txt;Kriska AM, Sandler RB, Cauley JA, LaPorte RE, Hom RL and Pambiango G (1988) Assessment of historical physical activity and its relation to adult bone parameters. Am J Epidemiol 127: 1053–1063;;;;;;;
344;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201016508-1177#S#1468794109348687.txt;Saludadez, J. and Garcia, P. (2001) ‘Seeing our Quantitative Counterparts’, Forum Qualitative Sozialforschung 2(1), URL: http://www.qualitative-research.net/index.php/fqs/article/view/973/2123;;;;;;;
1234;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\120.txt;Böhm, A., Mengel, A. & Muhr, T. (Hrsg.) (1994). Texte verstehen. Konzepte, Methoden, Werkzeuge. Konstanz: UVK.;;;;;;;
1179;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-201024949-1177#S#0002764210368081.txt;Brennan, G., & Lomasky, L. (1993). Democracy and decision: The pure theory of electoral preference. New York: Cambridge University Press.;;;;;;;
844;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Geiger, R. L. (1993) Research and Relevant Knowledge: American Research Universities Since World War II. Oxford: Oxford University Press.;;;;;;;
194;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Carr, A. (2000). Critical theory and the management of change in organizations. Journal of Organizational Change Management, 13, 208-220.;;;;;;;
276;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200948117-1111#S#j#P#1467-9531#P#2009#P#01222#P#x.txt;Budig, Michelle J., and Paula England. 2001. “TheWage Penalty for Motherhood.” American Sociological Review 66:204–25.;;;;;;;
1204;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-201024949-1177#S#0002764210368081.txt;Johnson, B. K., Groothuis, P. A., & Whitehead, J. C. (2001). The value of public goods generated by a major league sports team: The CVM approach. Journal of Sports Economics, 2(1), 6–21.;;;;;;;
560;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;McGraw, K. O.,&Wong, S. P. (1996). Forming inferences about some intraclass correlation coefficients. Psychological Methods, 1, 30-46.;;;;;;;
894;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101954-1177#S#0952695110378952.txt;Murray, S. O. (1993) Theory Groups and the Study of Language and North America: a Social History. Amsterdam: John Benjamins.;;;;;;;
1127;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-13758577-1054#S#bjoc#P#2001#P#2003.txt;Pereira MA, Fitzgerald SJ, Gregg EW, Joswiak ML, Ryan WJ, Suminski RR, Utter AC and Zumda JM (1997) Historical leisure activity questionnaire. Med Sci Sports Exerc 29 (Suppl): S43–S45;;;;;;;
806;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Wilson, G. S., Pritchard, M. E., & Revalee, B. (2005). Individual differences in adolescent health symptoms: The effects of gender and coping. Journal of Adolescence, 28, 369-379.;;;;;;;
460;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-ps-200507548-1177#S#0967010604049522.txt;Wilford, Rick, 1998. ‘Women, Ethnicity and Nationalism: Surveying the Ground’, in Rick Wilford & Robert L. Miller, eds, Women, Ethnicity and Nationalism: The Politics of Transition. London: Routledge (1–22).;;;;;;;
1285;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/SSOAR\221.txt;"Aschermann, Gertraud; Jüttemann, Gerd; Legewie, Heiner; Mey, Günter; Mruck, Katja; Schneider, Frank & Spohr, Birgit (1990). Jugendarbeitslosigkeit und lokale Identität - Vorläufige Ergebnisse. Forschungsberichte aus dem Institut für Psychologie der TU Berlin, 9/90.";;;;;;;
498;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Bem, S. (1974). The measurement of psychological androgyny. Journal of Consulting and Clinical Psychology, 42, 155-162.;;;;;;;
941;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2008-241353-1177#S#0891242408325585.txt;Saxenian, A. (1994). Regional advantage: Culture and competition in Silicon Valley and Route 128. Cambridge, MA: Harvard University Press.;;;;;;;
565;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Moskowitz, D. S. (1993). Dominance and friendliness: On the interaction of gender and situation. Journal of Personality, 61, 387-409.;;;;;;;
1100;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12741793-1002#S#art#P#24862.txt;"Elmquist JK, Strewler GJ. Physiology: do neural signals remodel bone? Nature 2005;434:447–8.";;;;;;;
56;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200719289-1177#S#0730888405285295.txt;Gimpelson,V. E.,&Magun,V. S. (1994). Uvolennie na rynke truda: Novaya rabota i sotsialnaya mobilnost [The laid-off in a labor market: A new job and social mobility]. Sotsiologicheskiy Zhurnal, 1, 134-149.;;;;;;;
65;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200719289-1177#S#0730888405285295.txt;Lin, N. (2003). The invisible hand of social capital. Unpublished manuscript.;;;;;;;
594;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-200500277-1177#S#1046496404263728.txt;Zimmerman, D. H., & West, C. (1975). Sex roles, interruptions, and silences in conversations. In B. Thorne&N. Henley (Eds.), Language and gender: Differences in dominance(pp. 105-129). Rowley, MA: Newbury.;;;;;;;
386;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Kaufmann, Daniel, Aart Kraay, and Pablo Zoido-Lobatón. 1999. “Governance Matters.” World Bank Policy Research Working Paper 2196.;;;;;;;
1045;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-12609130-1177#S#0363546509334373.txt;"Besier TF, Lloyd DG, Ackland TR, Cochrane JL. Anticipatory effects on knee joint loading during running and cutting maneuvers. Med Sci Sports Exerc. 2001;33(7):1176-1181.";;;;;;;
187;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Bradford, L. P., Gibb, J. R., & Benne, K. D. (Eds.). (1964). T-group theory and laboratory method. New York: Wiley.;;;;;;;
1124;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pei-13758577-1054#S#bjoc#P#2001#P#2003.txt;Kriska AM, Sandler RB, Cauley JA, LaPorte RE, Hom RL and Pambiango G (1988) Assessment of historical physical activity and its relation to adult bone parameters. Am J Epidemiol 127: 1053–1063;;;;;;;
329;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\201014166-1177#S#1077800409350695.txt;Levinas, E. (1991). Otherwise than being or beyond essence(Trans. A. Lingis). Boston: Kluwer Academic Publishers.;;;;;;;
949;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-pais-2010-604597-1177#S#0094582X10372514.txt;?Albó, Xavier 2007 “El Alto: mobilizing block by block.” NACLA Report on the Americas 40 (July): 34–38.;;;;;;;
1150;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-301-350k\csa-ps-200930319-1177#S#0002716209337886.txt;Coontz, Stephanie. 1992. The way we never were: American families and the nostalgia trap. New York:Basic Books.;;;;;;;
386;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;Kaufmann, Daniel, Aart Kraay, and Pablo Zoido-Lobatón. 1999. “Governance Matters.” World Bank Policy Research Working Paper 2196.;;;;;;;
405;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-pais-2010-595067-1017#S#S0043887110000092.txt;———. 2000. “When Is Foreign Aid Policy Credible? Aid Dependence and Conditionality.” Journal of Development Economics 61, no. 1: 61–84.;;;;;;;
186;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/61z80 - END VERSION\200943351-1177#S#0021886309335070.txt;Bradford, D. L., & Burke, W. W. (Eds.). (2005). Reinventing OD. San Francisco: Jossey-Bass.;;;;;;;
598;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201043053-1177#S#1532708609354719.txt;Domke, D. (2008). The something we can do. Antipode, 40, 389-395.;;;;;;;
772;R:/PROJECTS/EXCITE.DFG/SHK_Report/Goldstandard_WP2/Jan_goldstandard/corpus/download-vufind-251-300k\checked\csa-sa-201101616-1177#S#0044118X09353572.txt;Kalichman, S. C., & Rompa, D. (1995). Sexual sensation seeking and sexual compulsivity scales: Reliability, validity and predicting HIV risk behaviour. Journal of Personality Assessment, 65, 586-601.;;;;;;;
