ref_id,ref_text1,duplication,ref_text,article-title,editor,empty,given-names,issue,other,page,publisher,source,surname,url,volume,year
two_93,"Flick, Uwe (1991). Stationen des qualitativen Forschungsprozesses. In Uwe Flick, Ernst v. Kardorff, Heiner Keupp, Lutz v. Rosenstiel & Stephan Wolff (Hg.), Handbuch qualitative Sozialforschung (S.147-173). München: Psychologie Verlags Union.",['gesis-ssoar-3730'],"Flick, Uwe (1991). Stationen des qualitativen Forschungsprozesses. In Uwe Flick, Ernst v. Kardorff, Heiner Keupp, Lutz v. Rosenstiel & Stephan Wolff (Hg.), Handbuch qualitative Sozialforschung (S.147-173). München: Psychologie Verlags Union.",['Stationen des qualitativen Forschungsprozesses.'],"['Uwe Flick, Ernst', 'Stephan Wolff']","['In', 'v.', 'v. Rosenstiel ', '(Hg.),']","['Uwe', 'Heiner', 'Lutz']",,['München:'],,['Psychologie Verlags Union.'],['Handbuch qualitative Sozialforschung (S.147-173).'],"['Flick,', 'Kardorff,', 'Keupp,']",,,['(1991).']
two_94,"Friden T, Zatterstrom R, Lindstrand A, Moritz U. A stabilometric technique for evaluation of lower limb instabilities. Am J Sports Med. 1989;17(1):118-122.","['csa-pei-4974656', 'csa-pei-10093240']","Friden T, Zatterstrom R, Lindstrand A, Moritz U. A stabilometric technique for evaluation of lower limb instabilities. Am J Sports Med. 1989;17(1):118-122.",['stabilometric technique for evaluation of lower limb instabilities.'],"['Friden T, Zatterstrom R, Lindstrand A, Moritz U. A']",,,,,,,['Am J Sports Med. 1989;17(1):118-122.'],,,,
two_95,"Hecht, L. (2001). Role conflict and role overload: Different concepts, different consequences. Sociological Inquiry, 71, 111–121.","['csa-sa-200110923', 'csa-assia-174015']","Hecht, L. (2001). Role conflict and role overload: Different concepts, different consequences. Sociological Inquiry, 71, 111–121.","['Role conflict and role overload: Different concepts, different consequences.']",,,['L.'],,,['111–121.'],,"['Sociological Inquiry,']","['Hecht,']",,"['71,']",['(2001).']
two_96,"Falk, J. and Joseph, J. E. (1994) ‘The Saleski Family and the Founding of the LSA Linguistic Institutes’, Historiographia Linguistica 21: 137–56.",,"Falk, J. and Joseph, J. E. (1994) ‘The Saleski Family and the Founding of the LSA Linguistic Institutes’, Historiographia Linguistica 21: 137–56.","['‘The Saleski Family and the Founding of the LSA Linguistic Institutes’,']",,,"['J. and', 'J. E.']",,,['137–56.'],,['Historiographia Linguistica'],"['Falk,', 'Joseph,']",,['21:'],['(1994)']
two_97,"Bonß, Wolfgang (1982). Die Einübung des Tatsachenblicks. Zur Struktur und Veränderung empirischer Sozialforschung. Frankfurt/M.: Suhrkamp.",['gesis-bib-6297'],"Bonß, Wolfgang (1982). Die Einübung des Tatsachenblicks. Zur Struktur und Veränderung empirischer Sozialforschung. Frankfurt/M.: Suhrkamp.",['Die Einübung des Tatsachenblicks. Zur Struktur und Veränderung empirischer Sozialforschung.'],,,['Wolfgang'],,['Frankfurt/M.:'],,['Suhrkamp.'],,"['Bonß,']",,,['(1982).']
two_98,"Driskell, J. E., Olmstead, B.,&Salas, E. (1993). Task cues, dominance cues and influence in small groups. Journal of Applied Psychology, 78, 51-60.",['csa-assia-15444'],"Driskell, J. E., Olmstead, B.,&Salas, E. (1993). Task cues, dominance cues and influence in small groups. Journal of Applied Psychology, 78, 51-60.","['Task cues, dominance cues and influence in small groups.']",,,"['J. E.,', 'B.,, E.']",,,['51-60.'],,"['Journal of Applied Psychology,']","['Driskell,', 'Olmstead,']",,"['78,']",['(1993).']
two_99,Sports Council and Health Education Authority (1992) Allied Dunbar National Fitness Survey. London: Sports Council and Health Education Authority.,,Sports Council and Health Education Authority (1992) Allied Dunbar National Fitness Survey. London: Sports Council and Health Education Authority.,['Allied Dunbar National Fitness Survey.'],"['two_99,Sports Council and Health Education Authority']",,,,['London:'],,['Sports Council and Health Education Authority'],,,,,['(1992)']
two_100,"Kostakopoulou, T. (2000) ‘Nested ‘‘Old’’ and ‘‘New’’ citizenships in the European union: bringing forth the complexity’, Columbia Journal of European Law 5(3): 389–413.",,"Kostakopoulou, T. (2000) ‘Nested ‘‘Old’’ and ‘‘New’’ citizenships in the European union: bringing forth the complexity’, Columbia Journal of European Law 5(3): 389–413.","['‘Nested ‘‘Old’’ and ‘‘New’’ citizenships in the European union: bringing forth the complexity’,']",,,['T.'],,,['389–413.'],,['Columbia Journal of European Law'],"['Kostakopoulou,']",,['5(3):'],['(2000)']
two_101,"Goffman, E. (1959). The presentation of self in everyday life. Oxford, England: Doubleday.",,"Goffman, E. (1959). The presentation of self in everyday life. Oxford, England: Doubleday.",['The presentation of self in everyday life.'],,,['E.'],,"['Oxford, England:']",,['Doubleday.'],,"['Goffman,']",,,['(1959).']
two_102,"King, A. (1995) ‘Outline of a Practical Theory of Football Violence’, Sociology 29(4): 635–41.","['csa-pei-13426374', 'csa-assia-56049', 'csa-assia-56049,csa-sa-9606214,csa-pei-13426374', 'csa-sa-9606214']","King, A. (1995) ‘Outline of a Practical Theory of Football Violence’, Sociology 29(4): 635–41.","['‘Outline of a Practical Theory of Football Violence’,']",,['Sociology'],['A.'],,,['635–41.'],,,"['King,']",,['29(4):'],['(1995)']
two_103,"Heydon, R. (2004). Writing nonna: A consideration of ethicalrepresentation in narrative research. Language and Literacy,6(1). Retrieved June 1, 2009, from: http://www.langandlit.ualberta.ca/",,"Heydon, R. (2004). Writing nonna: A consideration of ethicalrepresentation in narrative research. Language and Literacy,6(1). Retrieved June 1, 2009, from: http://www.langandlit.ualberta.ca/",['Writing nonna: A consideration of ethicalrepresentation in narrative research.'],,['from:'],['R.'],,,,,"['Language and Literacy,6(1). Retrieved June']","['Heydon,']",['http://www.langandlit.ualberta.ca/'],"['1,']","['(2004).', '2009,']"
two_104,"Ganong, L., & Coleman, M. (2004). Stepfamily relationships: Development, dynamics, and interventions. New York: Kluwer/Plenum.",['ubk-opac-HL003469538'],"Ganong, L., & Coleman, M. (2004). Stepfamily relationships: Development, dynamics, and interventions. New York: Kluwer/Plenum.","['Stepfamily relationships: Development, dynamics, and interventions.']",,,"['L.,', 'M.']",,['New York:'],,['Kluwer/Plenum.'],,"['Ganong,', 'Coleman,']",,,['(2004).']
two_105,———. 2006. Punishment and Inequality in America. New York: Russell Sage Foundation.,"['wzb-bib-147810', 'csa-sa-200618399']",———. 2006. Punishment and Inequality in America. New York: Russell Sage Foundation.,['Punishment and Inequality in America.'],,"['two_105,———.']",,,['New York:'],,['Russell Sage Foundation'],,,,,['2006.']
two_106,"Grady, M. (1968) ‘The Uses of Linguistics in the Schools’, The English Journal 57: 870–9.",,"Grady, M. (1968) ‘The Uses of Linguistics in the Schools’, The English Journal 57: 870–9.","['‘The Uses of Linguistics in the Schools’,']",,,['M.'],,,['870–9.'],,['The English Journal'],"['Grady,']",,['57:'],['(1968)']
two_107,"Dosh, Paul 2009 “Tactical innovation, democratic governance, and mixed motives: popular movement resilience in Peru and Ecuador.” Latin American Politics and Society 51 (Spring): 87–118. n.d. Demanding the Land: Urban Popular Movements in Peru and Ecuador, 1990–2005. University Park: Pennsylvania State University Press. In press.","['bszbw-wao-387270078', 'csa-ps-200913912,bszbw-wao-387270078', 'csa-ps-200913912']","Dosh, Paul 2009 “Tactical innovation, democratic governance, and mixed motives: popular movement resilience in Peru and Ecuador.” Latin American Politics and Society 51 (Spring): 87–118. n.d. Demanding the Land: Urban Popular Movements in Peru and Ecuador, 1990–2005. University Park: Pennsylvania State University Press. In press.","['“Tactical innovation, democratic governance, and mixed motives: popular movement resilience in Peru and Ecuador.”']",,"['(Spring):', 'n.d.']",['Paul'],,['University Park:'],['87–118.'],['Pennsylvania State University Press. In press.'],"['Latin American Politics and Society', 'Demanding the Land: Urban Popular Movements in Peru and Ecuador,']","['Dosh,']",,['51'],"['2009', '1990–2005.']"
two_108,"Ford, J. D., & Ford, L. W. (2008). Conversational profiles: A tool for altering the conversational pattern of change managers. The Journal of Applied Behavioral Science, 44, 445-467.","['csa-assia-200903590', 'csa-sa-200907781', 'csa-assia-200903590,csa-sa-200907781']","Ford, J. D., & Ford, L. W. (2008). Conversational profiles: A tool for altering the conversational pattern of change managers. The Journal of Applied Behavioral Science, 44, 445-467.",['Conversational profiles: A tool for altering the conversational pattern of change managers.'],,,"['J. D.,', 'L. W.']",,,['445-467.'],,"['The Journal of Applied Behavioral Science,']","['Ford,', 'Ford,']",,"['44,']",['(2008).']
two_109,Vernon SW. Participation in colorectal cancer screening: A review. J Natl Cancer Inst 1997; 89: 1406-22.,,Vernon SW. Participation in colorectal cancer screening: A review. J Natl Cancer Inst 1997; 89: 1406-22.,"['two_109,Vernon SW. Participation in colorectal cancer screening: A review.']",,"['J', '89:']",,,,['1406-22'],,['Natl Cancer Inst'],,,,['1997;']
two_110,"Lin, N. (2003). The invisible hand of social capital. Unpublished manuscript.",,"Lin, N. (2003). The invisible hand of social capital. Unpublished manuscript.",['The invisible hand of social capital.'],,,['N.'],,['Unpublished manuscript.'],,,,"['Lin,']",,,['(2003).']
two_111,"Weinrich SP, Weinrich MC, Atwood J, et al. Predictors of faecal blood screening among older socioeconomically disadvantaged Americans: a replication study. Patient Educ Couns 1998; 34: 103-14.",,"Weinrich SP, Weinrich MC, Atwood J, et al. Predictors of faecal blood screening among older socioeconomically disadvantaged Americans: a replication study. Patient Educ Couns 1998; 34: 103-14.","['J, et al. Predictors of faecal blood screening among older socioeconomically disadvantaged Americans: a replication study.']",,,"['Weinrich', 'Weinrich', 'Atwood']",,,['103-14.'],,['Patient Educ Couns 1998;'],"['SP,', 'MC,']",,['34:'],
two_112,"Schein, E. H. (1988). Process consultation: Its role in organization development (Vol. 1, 2nd ed.). Reading MA: Addison-Wesley.",['fis-bildung-219485'],"Schein, E. H. (1988). Process consultation: Its role in organization development (Vol. 1, 2nd ed.). Reading MA: Addison-Wesley.",['Process consultation: Its role in organization development (Vol.'],,['ed.).'],['E. H.'],['2nd'],['Reading MA:'],,['Addison-Wesley.'],,"['Schein,']",,"['1,']",['(1988).']
two_113,"Stacey, R. D. (2007). Complexity and group processes. London: Brunner-Routledge.",,"Stacey, R. D. (2007). Complexity and group processes. London: Brunner-Routledge.",['Complexity and group processes.'],,,['R. D.'],,['London:'],,['Brunner-Routledge.'],,"['Stacey,']",,,['(2007).']
two_114,"Loring, P. (2008) ‘From Johnny to Chomsky’, talk presented at the History of Science Society annual meeting in 2008.",,"Loring, P. (2008) ‘From Johnny to Chomsky’, talk presented at the History of Science Society annual meeting in 2008.","['‘From Johnny to Chomsky’, talk presented at the History of Science Society annual meeting in 2008.']",,,['P.'],,,,,,"['Loring,']",,,['(2008)']
two_115,"Beynnon BD, Ettlinger CF, Johnson RJ. Epidemiology and mechanisms of ACL injury in alpine skiing. In: Hewett TE, Shultz SJ, Griffin LY, eds. Understanding and Preventing Noncontact ACL Injuries. Champaign: Human Kinetics; 2007:183-188.",,"Beynnon BD, Ettlinger CF, Johnson RJ. Epidemiology and mechanisms of ACL injury in alpine skiing. In: Hewett TE, Shultz SJ, Griffin LY, eds. Understanding and Preventing Noncontact ACL Injuries. Champaign: Human Kinetics; 2007:183-188.",['RJ. Epidemiology and mechanisms of ACL injury in alpine skiing.'],"['Hewett TE, Shultz SJ, Griffin LY,']","['In:', 'eds.']","['Beynnon', 'Ettlinger', 'Johnson']",,['Champaign:'],['2007:183-188.'],['Human Kinetics;'],['Understanding and Preventing Noncontact ACL Injuries.'],"['BD,', 'CF,']",,,
two_116,"Kapelyushnikov, R. (2003). The mechanisms of wage formation in the Russian manufacturing sector. Unpublished manuscript.",,"Kapelyushnikov, R. (2003). The mechanisms of wage formation in the Russian manufacturing sector. Unpublished manuscript.",['The mechanisms of wage formation in the Russian manufacturing sector.'],,,['R.'],,['Unpublished manuscript.'],,,,"['Kapelyushnikov,']",,,['(2003).']
two_117,"Coates, D., & Humphreys, B. (1999). The growth effects of sport franchises, stadia, and arenas. Journal of Policy Analysis and Management, 18(4), 601–624.","['csa-ps-322552,csa-pais-2000-0504330', 'csa-ps-322552', 'csa-pais-2000-0504330']","Coates, D., & Humphreys, B. (1999). The growth effects of sport franchises, stadia, and arenas. Journal of Policy Analysis and Management, 18(4), 601–624.",,,,"['D.,']",,,,,,"['Coates,', 'Humphreys,']",,,
two_118,"Kavanagh, B. (2000). First Nations schools: Challenging and rewarding places to teach. Vancouver, British Columbia, Canada: First Nations Schools Association and The First Nations Education Steering Committee. Retrieved June 1, 2009, from http://www.fnesc.ca/Attachments/Publications/PDF’s/pdf/Challenging%20&%20Rewarding....pdf",,"Kavanagh, B. (2000). First Nations schools: Challenging and rewarding places to teach. Vancouver, British Columbia, Canada: First Nations Schools Association and The First Nations Education Steering Committee. Retrieved June 1, 2009, from http://www.fnesc.ca/Attachments/Publications/PDF’s/pdf/Challenging%20&%20Rewarding....pdf",['First Nations schools: Challenging and rewarding places to teach.'],,['from'],['B.'],,,,,"['Vancouver, British Columbia, Canada: First Nations Schools Association and The First Nations Education Steering Committee. Retrieved June']","['Kavanagh,']",['http://www.fnesc.ca/Attachments/Publications/PDF’s/pdf/Challenging%20%20Rewarding....pdf'],"['1,']","['(2000).', '2009,']"
two_119,"Goffman, E. (1959). The presentation of self in everyday life. Oxford, England: Doubleday.",['csa-sa-200209067'],"Goffman, E. (1959). The presentation of self in everyday life. Oxford, England: Doubleday.",['The presentation of self in everyday life.'],,,['E.'],,"['Oxford, England:']",,['Doubleday.'],,"['Goffman,']",,,['(1959).']
two_120,"Lévi-Strauss, Claude & Eribon, Didier (1989). Das Nahe und das Ferne. Eine Autobiographie in Gesprächen. Frankfurt/M.: Fischer.",['bszbw-wao-019068719'],"Lévi-Strauss, Claude & Eribon, Didier (1989). Das Nahe und das Ferne. Eine Autobiographie in Gesprächen. Frankfurt/M.: Fischer.",['Das Nahe und das Ferne.'],,,"['Claude', 'Didier']",,['Frankfurt/M.:'],,['Fischer.'],['Eine Autobiographie in Gesprächen.'],"['Lévi-Strauss,', 'Eribon,']",,,['(1989).']
two_121,"Rauschenbach, B. (1996). Von uns selbst aber sprechen wir. Störenfried Subjektivität als Symptom und Methode unserer Zeit. In M. Heinze & S. Priebe (Hrsg.), Störenfried „Subjektivität“. Subjektivität und Objektivität als Begriffe psychiatrischen Denkens. Würzburg: Königshausen & Neumann.",,"Rauschenbach, B. (1996). Von uns selbst aber sprechen wir. Störenfried Subjektivität als Symptom und Methode unserer Zeit. In M. Heinze & S. Priebe (Hrsg.), Störenfried „Subjektivität“. Subjektivität und Objektivität als Begriffe psychiatrischen Denkens. Würzburg: Königshausen & Neumann.",['Von uns selbst aber sprechen wir. Störenfried Subjektivität als Symptom und Methode unserer Zeit.'],['M. Heinze'],['In'],['B.'],,,,,,"['Rauschenbach,']",,,['(1996).']
two_122,"Denzin, N., Lincoln, Y. S., & Smith, L. T. (2008). Handbook of critical and indigenous methodologies. Thousand Oaks, CA: Sage.",['ubk-opac-HL006747905'],"Denzin, N., Lincoln, Y. S., & Smith, L. T. (2008). Handbook of critical and indigenous methodologies. Thousand Oaks, CA: Sage.",['Handbook of critical and indigenous methodologies.'],,,"['N.,', 'Y. S.,', 'L. T.']",,"['Thousand Oaks, CA:']",,['Sage.'],,"['Denzin,', 'Lincoln,', 'Smith,']",,,['(2008).']
